open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volume,taker_quote_volume
2024-12-20 15:15:00+00:00,96337.89,96800.0,96260.74,96570.83,451.68094,2024-12-20 15:19:59.999000+00:00,43632890.037024,40120.0,259.22332,25039988.7566001
2024-12-20 15:20:00+00:00,96570.83,96820.01,96414.46,96799.99,307.63768,2024-12-20 15:24:59.999000+00:00,29722447.5485346,33611.0,151.96055,14684048.9397906
2024-12-20 15:25:00+00:00,96800.0,97143.0,96757.56,97065.35,335.57463,2024-12-20 15:29:59.999000+00:00,32551366.7552643,30483.0,196.76361,19084268.1778096
2024-12-20 15:30:00+00:00,97065.34,97172.3,96863.09,96903.95,362.18999,2024-12-20 15:34:59.999000+00:00,35151785.7071318,28255.0,163.17894,15839452.5142426
2024-12-20 15:35:00+00:00,96903.95,97008.57,96759.26,96938.31,197.63237,2024-12-20 15:39:59.999000+00:00,19151876.263028,23063.0,85.91631,8325587.297793
2024-12-20 15:40:00+00:00,96938.31,97308.14,96925.56,97207.69,352.31535,2024-12-20 15:44:59.999000+00:00,34209815.4571667,26001.0,232.75523,22604743.7010061
2024-12-20 15:45:00+00:00,97207.69,97572.0,97150.63,97322.77,308.69608,2024-12-20 15:49:59.999000+00:00,30068891.3329019,29148.0,148.6948,14482475.0328245
2024-12-20 15:50:00+00:00,97322.77,97487.96,97162.48,97188.63,218.64005,2024-12-20 15:54:59.999000+00:00,21284168.0264505,23243.0,98.64519,9603039.6971046
2024-12-20 15:55:00+00:00,97188.63,97376.44,96880.0,96991.62,222.67949,2024-12-20 15:59:59.999000+00:00,21619691.137288,22670.0,82.89317,8050670.8557763
2024-12-20 16:00:00+00:00,96991.63,97295.89,96817.72,97295.89,256.49148,2024-12-20 16:04:59.999000+00:00,24885053.8045709,24250.0,119.38979,11583424.5886293
2024-12-20 16:05:00+00:00,97295.9,97457.84,97208.0,97218.77,183.51504,2024-12-20 16:09:59.999000+00:00,17859608.2234762,21923.0,73.35008,7138723.157249
2024-12-20 16:10:00+00:00,97217.21,97548.03,97108.68,97509.19,255.77392,2024-12-20 16:14:59.999000+00:00,24890522.8951039,20426.0,96.23066,9367051.6337304
2024-12-20 16:15:00+00:00,97509.19,97621.93,97322.0,97427.67,172.53737,2024-12-20 16:19:59.999000+00:00,16821602.8566265,20349.0,94.48826,9212765.6861053
2024-12-20 16:20:00+00:00,97427.68,97700.0,97312.02,97638.03,159.94658,2024-12-20 16:24:59.999000+00:00,15602038.6304337,21639.0,76.85847,7499575.9455518
2024-12-20 16:25:00+00:00,97638.03,97690.94,97288.0,97395.99,179.39233,2024-12-20 16:29:59.999000+00:00,17492038.9649257,20819.0,81.40972,7937899.7520952
2024-12-20 16:30:00+00:00,97395.99,97485.09,97062.0,97195.98,222.81595,2024-12-20 16:34:59.999000+00:00,21676907.4756595,27024.0,109.76953,10678509.8935418
2024-12-20 16:35:00+00:00,97195.97,97576.0,97173.69,97561.77,186.21971,2024-12-20 16:39:59.999000+00:00,18145456.1648187,21915.0,106.40991,10368764.4418094
2024-12-20 16:40:00+00:00,97561.77,97630.67,97432.0,97450.0,124.37147,2024-12-20 16:44:59.999000+00:00,12129473.4562061,18730.0,59.15225,5769124.0631485
